0,1.4344829815362508,-0.0,-0.0,0.0,-0.0,0.0,0.29513940896856666,-0.0,0.0,0.0
0,-0.0,0.8430235796463768,0.0,-0.0,-0.08447614777259904,-0.0,-0.0,-0.030576464229415408,0.14520785567065922,-0.0
0,-0.0,0.0,1.4766351276739633,-0.0,0.0,0.0,0.17065419176100854,0.0,-0.0,-0.0
0,0.0,-0.0,-0.0,0.7171637882913072,0.0,-0.0,0.0,-0.0,-0.0,-0.0
0,-0.0,-0.08447614777259904,0.0,0.0,1.524651853543838,0.0,0.0,-0.0,0.0,0.0
0,0.0,-0.0,0.0,-0.0,0.0,1.933191824283305,-0.0,0.0,0.0,-0.0
0,0.29513940896856666,-0.0,0.17065419176100854,0.0,0.0,-0.0,1.1415407553227699,0.0,0.0,-0.07698196703474094
0,-0.0,-0.030576464229415408,0.0,-0.0,-0.0,0.0,0.0,2.030440185059564,0.0,-0.0
0,0.0,0.14520785567065922,-0.0,-0.0,0.0,0.0,0.0,0.0,1.2683763574471814,-0.0
0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.07698196703474094,-0.0,-0.0,1.154493003091725
1,1.2449542019861919,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
1,-0.0,1.2713412542578117,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.3155986913336052
1,-0.0,0.0,0.8549081853350243,-0.0,-0.0,-0.16948791861441684,-0.0,-0.0,0.0,-0.0
1,-0.0,-0.0,-0.0,1.3692539990335977,0.0,-0.0,0.0,-0.0,-0.0,-0.0
1,0.0,0.0,-0.0,0.0,0.8476023020072122,0.0,-0.0,-0.0,-0.0,-0.0
1,-0.0,-0.0,-0.16948791861441684,-0.0,0.0,1.7211849701454907,0.0,0.0,0.0,-0.0
1,-0.0,0.0,-0.0,0.0,-0.0,0.0,2.511023942083681,-0.0,-0.0,0.0
1,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,1.82647933955316,0.0,-0.0
1,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,1.1841321686539947,0.0
1,0.0,-0.3155986913336052,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,1.6969701676132354
2,1.477694858261437,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.9858234786355659,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
